username,rating,comment,date,developer_response
Durdunaz Aygün,5,Merhaba iyi geceler diliyorum ben açık öğretim ortaokul da okuyorum mebim giriş yaptım ama beni 9.sınıf olarak gösteriyor bide mebim açık öğretim içinde geçerli mi acaba şimdiden teşekkür ederim,2024-11-06 23:53:38,"İlginiz için biz teşekkür ederiz. Siz ortaokul öğrencisi olduğunuz halde 9. sınıf öğrenci ekranını görmektesiniz. Açık lise öğrencileri örgün eğitim dışında oldukları için mezun öğrenci durumunda görünmekteler. Durumun düzeltilmesi için genel müdürlükler arasında görüşmeler devam etmektedir. Siz, liseye başlayana kadar düzelir diye düşünüyoruz."
hakan Bağcı,2,Gercekten guzel dusunulmus ama gercekten eksik kanka ozelligi yok gibi birsey cevabı hiç vermiyo 20 den fazla huncelleme getirmeleri lazım,2024-11-21 19:18:23,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir.
Umut,1,Yarın sınavım var ve biraz tekrar yapabilmek için indirdim sinir stresten başka birşey yaşamadım basit bir e-posta ve t.c. kimlik sorsalar yetmiyor mu? Devlet sırrı saklar gibi güvenlik sistemi yapmışsınız giremiyorum!,2024-10-30 19:00:05,İlginiz için teşekkür ederiz. Uygulamamızın güncel sürümünü yükleyip tekrar deneyebilirsiniz. Belirttiğiniz sorunlar devam ediyorsa mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
BuĞak,1,Arayüzü berbat uygulamanın içi çok karışık ve ders anlatımları çok kötü indirmenizi tavsiye etmem,2024-10-29 20:18:39,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Yavuz Yılmaz,4,"Güncellemeler güzel seri olması gerekli sadece ve videolar içinde,.",2024-11-01 15:37:20,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Hayrunnisa,5,Çok güzel bir uygulama anlamadığım dersleri dinleyebiliyorum öğrencilere tavsiye ederim 😊,2024-10-23 19:46:43,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Kasım Atlı,5,Gayet güzel. Emeğinize sağlık...,2024-12-22 15:48:27,İlginiz için teşekkür ederiz.
Amine Beşkat,4,Gayet güzel yapılmış ama kanka'ma ulaşamıyorum 😬,2024-10-23 19:12:16,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Buşra Cebeci,5,Deneme sayılarını daha da artırılabilir,2024-11-02 19:43:09,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Aliege Yıldırım,5,uygulamayı ekran okuyucu okumadığı için sildim. düzelene kadar yüklemeye eğim.,2024-11-02 16:17:01,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz.
"
Dupin,5,KRALLAR TELEFONLARI ERKEN ALDIK SON DERS BUNU INDIRMEK IÇIN EYVALLAH,2025-02-11 14:49:53,
Enes ASKIN,5,Faydalı bi uygulama,2025-01-24 19:33:36,İlginiz için teşekkür ederiz.
Halil ibrahim Altınbaş,5,Gerçekten güzel bir uygulama herkese tavsiye ederim,2024-10-28 21:53:08,İlginiz ve yorumunuz için teşekkür ederiz.
Zeynep,1,Hiç indirmeyin gerçekten de giriş yapılmıyor.,2024-12-13 20:09:51,Giriş yapamıyorsanız tekrar deneyiniz. Belirttiğiniz sorun devam ediyorsa mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Merve Tepe,4,Bazı eksikleri var geliştirilebilir,2024-10-29 13:00:07,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz.

"
Kaan Uğur,1,Leş gibi iğrenç arayüzü var kasıyo telefonum güncel olmasına rağmen iğrenç olmuş ayt matematik de 40 soruymuş moralim bozuldu ayrıca kanka yapay zeka da iğrenç naber yazdım 2 saat beklememe rağmen hala cevap gelmedi ben bu yapay zekaya basit bi soruda bile cevap alamıyosam programı nasıl oluştırucam yapmayın kaldırın uygulamayı etkileşim kazanmak için okullarda girmek zorunlu oldu gitmeyeni yok yazıyolar cidden komikleşti Türk olduğumuzu heryerde belli ediyoruz yani yazık olmuş yapıcı eleştiride,2025-03-14 08:57:42,
WOLFMAN,5,Mebi benim kendi okulum desteği yoktu bende kardeşimin katıldığını gördüğümde bende şansım dedim eba bağladığı için her öğrenci ve mezun dahil çok iyi olmuş doping üyeliğimi kapatacağım teşekürler 🦾,2024-10-23 21:36:50,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Rozelin Yűcel,3,Yüklememe rağmen giriş yapıyorum olmuyor neden,2024-12-31 17:57:34,İlginiz için teşekkür ederiz. Farklı zamanlarda tekrar deneyiniz. Yine sorun devam ederse bize mail gönderebilirsiniz.
Efe Øzbek,1,Olmasada olur sorular berbat uygulama zaten kötü fikrim açık ve net olmasada olur ben devletin verdiği kitaba çalışırım daha fazla bilgili olurum yani gelecek böyle uygulamalar ile gelişecekse tercih etmem OLMASADA OLURMUŞ,2025-03-18 02:06:38,"MEBİ, öğrencilerin bireysel öğrenme süreçlerini destekleyen yapay zekâ destekli bir platformdur. İçeriklerimiz sürekli güncellenmekte olup, geri bildiriminiz bizim için değerlidir. Amacımız, çalışmalarınızı destekleyerek daha etkili ve kişiselleştirilmiş bir öğrenme deneyimi sunmaktır."
0 6,5,Çok iyi gerçekten bana fayda sağlıyor Yusuf Tekin bakanımız bu proje için kutluyoruz,2024-12-17 20:23:31,İlginiz ve yorumunuz için teşekkür ederiz.
Gülhanım Çakmak,5,Gayet. İyi teşekkürler katkınız için,2024-10-25 16:49:33,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Tülay Bakırcı,4,Güzel fakat daha fazla soru ve içerik gerekli,2025-03-16 14:14:49,"İlginiz için teşekkür ederiz. ""YKS Hazırlık"" modülündeki ""Kitap ve Denemelerim"" sayfasının altında denemelere, testlere, kitaplara, konu özetlerine ulaşabilirsiniz. Burada birçok kaynak mevcuttur. Bu modülümüzdeki sorulardan da yararlanabilirsiniz."
Emine İncedal,5,Hayatımda gördüğüm en iyi MEB uygulamalarindan biri olmuş teşekkürler ☺️,2024-10-21 23:07:56,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Ramazan Erdem,5,Çok güzel harika emeği geçen herkesten Allah razı olsun,2024-10-28 21:06:16,İlginiz ve yorumunuz için teşekkür ederiz.
Bilinçli oyuncu Krallığı,5,Mükemmel bir uygulama çok işime yaradı teşekkürler,2025-01-05 22:21:52,İlginiz ve yorumunuz için biz teşekkür ederiz.
Ali sefa ilgar,1,Çok gereksiz,2025-02-12 08:43:10,
Zehra Cengiz,5,Tüm hocalarımızın emeğine sağlık ☺️,2025-01-24 22:50:29,İlginiz ve yorumunuz için teşekkür ederiz.
Seher,1,Testimizin doğru cevaplarını nereden kontrol ediyoruz yok uygulama çok kötü,2024-11-04 20:55:11,
Karganın Hükmü,1,Test etmek için doğal ortam nedir diye sordum ve cevap bile veremedi,2024-11-14 10:37:57,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirme çalışmalarımız devam ediyor.
Hava Budak,5,Güzel Bir uygulama,2025-01-08 13:23:02,İlginiz için teşekkür ederiz.
bilgeHan Karaduman,1,Ülkemizin eğitim sisteminin kalitesini gösteriyor🎉,2024-10-26 08:58:14,Sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. Önerilerinizi bizlere iletmeyi deneyebilirsiniz.
Kiyotaka,4,Uygulama güzel tek sorunu okul tarafından tehditle yüklemiş olmam pjakwjekwjkwjs,2024-11-20 00:13:25,İlginiz için teşekkür ederiz. İçeriklerimizi incelediğiniz de derslerinize faydası olacaktır. Bu sebeple okulunuz yüklemenizi tavsiye etmiştir.
Zerrin Görgün,5,Harika bir uygulama. Emeği geçenleri tebrik ediyorum.,2024-10-22 14:02:57,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Kayısı Narenciye,3,Güzel olmuş gibi ama bilemedim yanii,2024-10-28 10:53:17,İlginiz için teşekkür ederiz. Sizlerin geri bildirimleriyle geliştirmelerimiz devam edecektir.
arif aygenç,1,teknik arıza ne zaman düzelir,2024-11-12 18:34:51,İlginiz için teşekkür ederiz. Sorun android sürümünüzle ilgili olabilir. Belirttiğiniz sorunlar devam ediyorsa mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Asiye betül ve feyza Yılmaz,5,Harika olmuş gönüllü ve ücretli öğretmenler tarafından birebir rehberlik veya birebir soru çözüm gibi şeylerde olabilir emeği geçenlerin eline sağlık,2024-10-29 12:19:51,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz.
"
Samet Çelik,1,Matematik rezelat konuyu anlatmadan soru cözmek ne ya ders programı ayarı başka bir dünya,2024-10-28 11:35:57,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz.

"
Şevval Doğan,1,Güzel bir uygulamadır bir yıldızı da öylesine verdim,2024-12-10 20:19:29,İlginiz için teşekkür ederiz.
Merve İlbak,5,Kapsamı ve içeriğiyle tam anlamıyla mükemmel,2025-02-19 13:00:47,İlginiz ve yorumunuz için teşekkür ederiz.
Nehir Sevil,1,Yazılıya hazırlanıyorum ve deneme kısmı bir an önce geliştirilmeli,2024-12-16 18:48:47,2. yazılılar için yazılı bölümüne haftaya (23-27 Aralık) örnek yazılılar yüklenecektir.
g b,3,Uygulamada denemelerde pdfi indir seçeneği var ama inmiyor bir türlü onun dışında iyi,2024-11-14 22:51:18,İlginiz için teşekkür ederiz.
Oguzhan Özcan,4,Meb den beklenmeyecek bir güzellik ve klasik meb seviyesinde (çok sıkıntı var),2024-12-11 20:04:19,Sıkıntı olarak gördüğünüz yerleri detaylı olarak belirtebilirseniz düzeltilmesini sağlayabiliriz.
Eren E,1,19. levele kadar çok basit ondan sonra imkansız bir boss geliyor size yargı dağıtıyo,2024-11-01 10:48:53,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin uygun ve anlaşılır geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Rabia,5,Çok iyi aşırı beğendim. .,2025-02-09 11:16:39,İlginiz için teşekkür ederiz.
Efe Tüfekçi,5,Yararlı bir uygulama,2025-02-10 09:03:22,İlginiz ve yorumunuz için teşekkür ederiz.
Santoslu Messi,5,Pdfler de gelebilir,2025-03-08 19:32:46,İlginiz için teşekkür ederiz. Yorumunuzu detaylandırabilirseniz daha sağlıklı yanıt verebiliriz. Eğer pdf formatındaki içeriklerimizi soruyorsanız uygulamamız içerisinde bu içeriklerimiz mevcuttur. Farklı bir durum için yazdıysanız detaylandırabilirsiniz.
Akıl Fikir Mektebi Soru Çözüm,5,Çok çok iyi. Geliştikçe daha da iyi olur inşallah,2024-10-26 12:24:45,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Eda Biçici,1,Berbat bir uygulama bir saat açılamsını bekliyoruz,2024-12-09 19:12:22,Uygulamayı telefonunuzdan tamamen silip tekrar yüklemeyi deneyebilirsiniz. Yine aynı sorunla karşılaşırsanız mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Osman Kılıççeker,5,Yazılıya hazırlanmak için gayet ideal,2024-10-29 16:32:09,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz.
"
Semih kara,5,tek kelimeyle çok güzel...,2024-10-28 11:15:43,İlginiz ve yorumunuz için teşekkür ederiz.
nisa ekim,2,Uygulamanın özet konu anlatimlarinda hatalar var sanırım. Türkiye İran sınır antlasmasina kerden ya da kasri şirin yazmak yerine kadeş antlaşması yazılmış,2025-02-23 10:10:03,İlginiz için teşekkür ederiz. Sizlerden gelen geri bildirimlerle uygulamamızı geliştirmeye devam ediyoruz. Yorumunuzu inceleyeceğiz. Bir hata varsa gerekli düzeltmeler yapılacaktır.
Irem Unsal,3,Yapay zeka her soruya cevap veremiyor ayrica denemelerin pdfsi alinabilmeli,2024-11-06 07:59:29,
Abdurrahman,4,Benim hoşuma gitti.,2025-01-26 15:18:57,İlginiz için teşekkür ederiz.
Arif Ata,5,Milli Eğitim Bakanlığı en sonunda öğrencileri önemsemyerek ve düşünerek böyle bir uygulama çıkarmış. Cidden bravo yani,2024-10-22 22:09:31,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Narin Özmiş,2,Kötü ama düzeltilmicek bişi değil lütfen ilgilenin 🙏🏻,2024-12-07 22:36:14,Olumsuz olarak gördüğünüz yerleri detaylandırabilirseniz düzeltilmesini sağlayabiliriz.
Zeynep Buğlem Polat,1,Giriş yaptığımda 10. Sınıf olmama rağmen beni 9. Sınıf olarak gösteriyor ve ne yaptıysam düzelmedi verilen numaralı aradığımda ulaşamıyorum bu sorumu düzeltmenizi temenni ediyorum,2024-11-09 00:05:16,Belirttiğiniz sorun devam ediyorsa mebi@meb.gov.tr e-posta adresine sorununuz ile ilgili ekran görüntüsüyle ve detaylı açıklamalarıyla birlikte e-posta gönderebilirsiniz. Sorununuzu çözmeye çalışırız.
Ferhat Temiz,5,İlk defa böyle güzel bir eğitim uygulamasına rastladım,2024-10-27 23:15:37,İlginiz ve yorumunuz için teşekkür ederiz.
İlknur Cingöz,5,Bence 10 yıldızı hak ediyor ⭐,2025-01-02 20:13:14,İlginiz ve yorumunuz için teşekkür ederiz.
Ozlem Aksoy,5,Çooookk güzel vallah billah,2025-02-11 19:24:58,İlginiz için teşekkür ederiz.
Yusuf,5,Uygulama çok iyi olmuş❤️,2025-01-02 19:47:53,İlginiz için teşekkür ederiz.
YBD,5,Uygulama gereğinden fazla iyi,2025-01-04 17:45:38,İlginiz ve yorumunuz için teşekkür ederiz.
procan mahmut,1,10.sınıf olmama rağmen beni 9.sınıf olarak gösteriyor,2024-10-29 19:12:20,mebi.eba.gov.tr adresinden bilgilerinizi ve sorununuzu bizlere bildirebilirseniz size yardımcı olabiliriz.
Musty,3,Hesabım mı çalınacak hadi diyelim çalındı napcaklar? devamlı giriş yapmak zorunda mıyım kayıtlı kalamıyor mu,2024-11-14 00:38:35,İlginiz için teşekkür ederiz. Normal durumlarda giriş yaptıktan sonra birkaç gün kayıtlı kalınması gerekiyor. Uygulamamızın güncel sürümünü yükleyip tekrar deneyebilirsiniz.
Selçuk,5,Çok güzel bir uygulama derslerime çok yardımcı oluyor.,2025-01-04 18:28:58,İlginiz için teşekkür ederiz. Sizler için faydalı olduğunu duyduğumuza sevindik.
Yahya Saz,5,Güzel bi proje olmuş tebrikler,2024-11-11 23:55:26,İlginiz ve yorumunuz için teşekkür ederiz.
Mustafa Karadağ,5,sınavlarımda başaralı oldum,2025-01-21 18:55:19,İlginiz için teşekkür ederiz. Uygulamamızın sizler için faydalı olduğuna sevindik.
Hülya Deligöz,5,Çok yararlı bı uygulama konu anlatımı tarama testleri denemeler hepsi tek uygulamada,2024-10-26 00:01:34,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Kadr Bılgıli,4,Gayet güzel bir uygulama sınavlarda çok yardımcı oluyor deneyin,2024-10-24 18:38:13,İlginiz ve yorumunuz için teşekkür ederiz.
GÜLCE SELBES,1,Aşırı aşırı donuyo iyi ki bi ders çalışasım geldi onda da içine edildi yani,2024-11-06 19:24:27,
Dilara T.,5,cok guzel olmus.,2025-02-07 18:12:55,İlginiz için teşekkür ederiz.
Ekrem Kurum,5,Bu gün fizik dersinde hocamız uygulamayı gösterdi bence gayet güzel herkese öneririm ben çok beğendim elinize sağlık,2024-10-25 21:37:43,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Yiğit Ekinci,5,Sakın kullanmayın yoksa sınav kazanırsınız.,2025-02-20 09:07:14,İlginiz için teşekkür ederiz.🙂
Pyro,5,İyi bir uygulama olmuş devamının gelmesi dileğiyle,2024-12-10 19:30:09,İlginiz için teşekkür ederiz.
Ayda Sağlam,5,Ben sağlık lisesi öğrencisiyim hiç bir şekilde temel mesleki gelişim dersi ile ilgili bilgi alamıyorum kanka bana cevapta vermiyor sadece meslek liselerine görede ayarlansa güzel olurdu onun dışında sorun yok,2024-11-26 21:23:35,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir. Şu an için yeni müfredatımıza göre tüm okullarda okutulan 9. sınıf temel derslerle ilgili içeriklerimiz mevcuttur. Önerinizi ilerisi için değerlendirebiliriz.
Çağlayan ÇAKIR,5,Harika bir uygulama olmuş 👏👏,2024-10-21 18:40:08,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Bilal,1,Aşırı kötü belki iyidir diye yükledim doping ile yarışır video açmaya çalışıyorum açmıyor 🤮🤬,2024-11-16 15:41:00,İlginiz için teşekkür ederiz. Uygulamamızın güncel sürümünü yükleyip tekrar deneyebilirsiniz. Sorununuz devam ederse mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Yusuf Kahraman,1,Uygulama güzel ama deneme çözmek istediğimde sorular açılmıyor,2024-11-06 15:52:21,
Ali Taş,4,Çok iyi ama lgs için de olmalı,2024-10-25 17:28:51,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. MEBİ şu an için sadece lise öğrencilerine yönelik hizmet vermektedir."
MyrtleGirl,5,kalem ve silgi işlevleri kötü keşke çözülen testlerin pdf olsa,2025-03-23 10:42:43,İlginiz için teşekkür ederiz. Kalem ve silgi ile ilgili çalışmalarımız devam etmektedir. Belirttiğiniz testlerimiz adaptif(sabit değil) testlerdir. Yani öğrencinin verdiği yanıta göre zorluk durumu değişen testlerdir. Sabit testler olmadığı için pdf formatında sunamıyoruz.
tolunay lök,5,sayısal kisimlarda daha ayrıntılı daha çok konu özeti verilmeli mesela kimyada,2025-03-24 13:58:05,"İlginiz için teşekkür ederiz. ""YKS Hazırlık"" modülündeki ""Kitap ve Denemelerim"" sayfasının altında denemelere, testlere, kitaplara, konu özetlerine ulaşabilirsiniz. Burada birçok kaynak mevcuttur. Bu modülümüzdeki kaynaklarımızdan da yararlanabilirsiniz. Dilerseniz mağazadaki diğer uygulamalarımızdan da yararlanabilirsiniz. (Örneğin Dersler Cepte)"
Ayşegül Maden,1,O KADAR IYI OLDUGUNU DUSUNMUYORUM FARKLI HIC BIR SEY YOK VE ISTENILDIGI GIBI KULLANILAMIYOR GELISTIRILMELI,2024-12-17 17:58:39,Olumsuz olarak gördüğünüz yerleri detaylandırabilirseniz düzeltilmesini sağlayabiliriz. Sizlerden gelen geri bildirimlerle uygulamamızı ve içeriklerimizi geliştiriyoruz.
Serhat Ates,3,Konu özetleri neden indirilemiyor bide denemelerin çözümleri YouTube kanalında da yapılsın,2024-11-28 13:34:54,İlginiz için teşekkür ederiz. PDF dosyalarının şu an için indirme özelliği bulunmamaktadır. Deneme ile ilgili önerinizi değerlendireceğiz.
İmran Elif,1,9. Sınıf olmamarağmen yks öğrencisi olarak gözüküyorum,2024-11-21 15:30:39,İlginiz için teşekkür ederiz. Belirttiğiniz sorun devam ediyorsa mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Şeyma Özkan,1,"Matamatik hocaları anlatamıyo ,yapay zekaya soru soruyorsun çok yavaş cevap veriyo geliştirlmesi lazım",2024-10-29 20:38:15,"İlginiz için teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Meryem Vargün,1,Değerlendirme testi ve hazırbulunusluk testının cvp anahtarı neden yok,2024-12-02 09:07:14,Değerlendirme testinin üst tarafında kalem sembolünün yanında Bitir düğmesi var. Ona tıkladığınız zaman sonuçlarınızı ve cevap anahtarını görebileceğiniz ayrıntılı sonuç sayfası çıkmaktadır.
Harun Tasdemir,5,Çok başarılı bir uygulama,2024-11-10 12:43:13,İlginiz için teşekkür ederiz.
ZEYNEP¿,5,O kadar faydalı ki teşekkür ederiz,2024-10-26 19:39:54,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Elif ÖZASLAN,5,Herhangi bir dershane ya da özel ders almamıza gerek kalmıyor.MEBİ bu konuda çözüm odağım🥰,2024-10-28 13:34:28,İlginiz ve yorumunuz için teşekkür ederiz.
SAMİ YUSUF GÜLER,3,Kanka ya soru sorunca çok geç cevap veriyor lütfen bunu iyilestirib,2024-11-07 10:39:26,İlginiz için teşekkür ederiz. Kanka ile ilgili geliştirme çalışmalarımız devam etmektedir.
mesrure hoca,5,muhteşem. herkes kullanmalı.,2024-10-23 13:50:02,İlginiz ve yorumunuz için teşekkür ederiz.
Akın Tıraş,1,Çalışsa güzel ama çalışmıyor bir kelime diyor 5 dk bekliyor 1 kelime diyor 5 dk bekliyor,2024-10-28 20:28:11,İlginiz için teşekkür ederiz. Sorununuz devam ederse mebi@meb.gov.tr mail adresine sorununuz ile ilgili ekran görüntüsü ve açıklama gönderebilirsiniz.
Şeyma,5,Ya resmen doping hafızaya boşuna para verdim arkadaşlar çalışın çalışın,2024-10-29 19:40:43,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
hali DO,5,MEB'in yaptığı en iyi uygulama,2024-10-31 19:29:36,İlginiz ve yorumunuz için teşekkür ederiz.
ELİFŞEYMA CAN,5,Şimdi yükledim çok güzel gözüküyor yükleyin hemen,2024-10-27 12:05:49,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz.
"
Kadirhan Demirkol,5,MEB sonunda iyi bişey yapabildi teşekkürler,2024-10-25 18:16:43,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
pro x,3,9.sinif bölümünde drnrme ve şıklı sorular bulunmamaktadır.,2024-12-26 23:41:02,"İlginiz için teşekkür ederiz. 9. sınıf müfredatı bu yıl yeni uygulanmaya başladığı için bazı derslerimiz de şıklı sorularımız bulunmaktadır. Seneye belirttiğiniz konu ile ilgili çalışmalarımız yapacağız. ""Bu Konuyu Öğrenmeye Hazır Mıyım?"" ve bazı derslerdeki ""Soru Çöz"" bölümünde şıklı sorularımız bulunmaktadır. Bunlardan yararlanabilirsiniz."
Semih Cellat,1,Hayatımda gördüğüm en garip uygulama okulda zorunlu yüklettiler boşuna 8mb int gitti evdede yüklerdim zorla yüklettiler 🥵😡 8mb tımı geri verin😡😡😡🤬🤬😭😭 çok sinirliyim😝😝🤑🤑🤑,2024-11-07 08:53:59,
Rumeysa Satan,5,Bu uygulama çok güzel,2024-10-29 20:42:10,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Taner Çetin,5,Harika bir uygulama emeği geçenlerden Allah razı olsun...,2024-10-21 15:21:32,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Oznur Guven,4,Çözdüğüm soruyu silgiyle silemiyorum. Bakar mısınız :),2024-11-29 23:09:16,Kalem sembolüne tıkladığınız zaman Araçlar bölümü açılmaktadır. Tekrar kalem sembolüne tıkladığınız zaman çözümünüzün tamamı silinmekte ve Araçlar bölümü kapanmaktadır. Araçlar bölümünde sol tarafta 3. sırada bulunan silginin boyutunu(silme alanını) palet sembolünde bulunan size değeri ile büyültüp küçülterek silme işlemini gerçekleştirebilirsiniz.
özden öz,1,Şu an kullanılmaz halde. Çok üzücü bir durum.,2024-10-25 10:44:17,"İlginiz için teşekkür ederiz. Bizden kaynaklı olmayan veri merkezi erişim sorunu, veri merkezi ile görüşülerek kısa sürede çözülmüştür."
Ahmet Erdem Serçeoğlu,5,Sukurler olsun bakanlik sonunda gordu isteklerimizi hepsi uygulamada var,2024-10-31 05:53:12,İlginiz için teşekkür ederiz.
hasan efe Erhan,1,Lise düzeyi yok.,2024-10-26 19:25:05,Sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz. MEBİ'nin tüm içerikleri lise öğrencileri için hazırlamıştır. YKS paketleri ve 9. sınıf içerikleri şu an için öğrencilere sunulmaktadır.
Murat Biliz,5,Emeği geçen herkese teşekkürler,2024-11-04 11:46:56,"Teşekkür ederiz, MEBİ'yi sizlerin geri bildirimleri ile iyileştirmeye ve geliştirmeye devam edeceğiz."
Ali Belci,4,Çok yararlı bir uygulama.,2024-12-29 19:25:40,İlginiz için teşekkür ederiz.
ŞAHİN TURAN,5,Çok güzel bir uygulama.,2024-10-22 22:36:21,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
Omer Atak,1,Neden orta okul yok ya 6. Sinif paralı olsun ortaokulda olsun,2024-10-30 16:08:02,İlginiz için teşekkür ederiz. Uygulamamız ortaöğretim ve mezun öğrencilerimize yöneliktir.
April,1,10. Sınıf öğrencisine neden 8 .veya 9. Sınıf dersleri çıkıyor kendi dersleri nerde,2024-10-28 00:04:27,İlginiz için teşekkür ederiz. Sizlerin geri bildirimleriyle geliştirmelerimiz devam edecektir. Şu an 10. sınıflar için Dersler Cepte uygulamamızı kullanabilirsiniz. Dersler Cepte uygulamamızın dışındaki diğer uygulamalarımıza da bakabilirsiniz.
goat Er,1,Çok kötü bir uygulama 👎👎👎👎,2024-12-03 09:18:49,Kötü olarak nitelendirdiğiniz yerleri detaylı olarak belirtebilirseniz düzeltilmesini sağlayabiliriz.
Omer Erzengin,3,Matamatik konuanlatimi berbat hocasi cok hizli konusuyor,2024-12-11 18:38:56,İlginiz ve yorumunuz için teşekkür ederiz. TYT dersleri genellikle konu bazlı ilerlemektedir. Dilerseniz bu yıl geçerli olan YKS müfredatının sınıf bazlı anlatımları için diğer (Dört dörtlük - OGM Soru Bankası) uygulamalarımızı kullanabilirsiniz.
NLEWRLDTELA,5,İyi guzel super manyak bisi (zorunlu yazdim),2024-11-08 08:56:35,MEBİ tüm öğrencilerimizin hizmetine sunulan bireysel öğrenme platformudur. Kullanmak veya uygulama için yorum yapmak gibi bir zorunluluk kesinlikle olamaz. Yorumunuzu silebilirsiniz arzu ederseniz :)
Zeynep Sarıkaya,5,Gayet güzel bir uygulama 👍,2024-10-25 15:08:11,"Teşekkürler, sizlerin geri dönütleriyle MEBİ'yi sürekli geliştirmeye ve iyileştirmeye devam ediyoruz."
GÜN IŞIĞI POLAT,5,Güzel bir uygulama,2024-12-25 19:58:34,İlginiz için teşekkür ederiz.
